FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
220201;0500;11;;;
220201;0600;10;;;
220201;0700;14;;;
220201;0800;14;;;
220201;0900;10;;;
220201;1000;7;;;
220201;1100;9;;;
220201;1200;11;;;
220201;1300;16;;;
220201;1400;17;;;
220201;1500;22;;;
220201;1600;16;;;
220201;1700;11;;;
220201;1800;12;;;
220201;1900;7;;;
220201;2000;9;;;
220201;2100;7;;;
220201;2200;9;;;
220201;2300;8;;;
220202;0000;8;;;
220202;0100;11;;;
220202;0200;7;;;
220202;0300;7;;;
220202;0400;6;;;
220202;0500;8;;;
220202;0600;8;;;
220202;0700;13;;;
220202;0800;13;;;
220202;0900;13;;;
220202;1000;14;;;
220202;1100;11;;;
220202;1200;12;;;
220202;1300;11;;;
220202;1400;14;;;
220202;1500;15;;;
220202;1600;12;;;
220202;1700;11;;;
220202;1800;13;;;
220202;1900;9;;;
220202;2000;10;;;
220202;2100;14;;;
220202;2200;14;;;
220202;2300;10;;;
220203;0000;8;;;
220203;0100;9;;;
220203;0200;7;;;
220203;0300;4;;;
220203;0400;7;;;
220203;0500;7;;;
220203;0600;;;;
220203;0700;7;;;
220203;0800;7;;;
220203;0900;11;;;
220203;1000;10;;;
220203;1100;9;;;
220203;1200;10;;;
220203;1300;15;;;
220203;1400;11;;;
220203;1500;6;;;
220203;1600;7;;;
220203;1700;6;;;
220203;1800;8;;;
220203;1900;5;;;
220203;2000;6;;;
220203;2100;5;;;
220203;2200;8;;;
220203;2300;6;;;
220204;0000;4;;;
220204;0100;6;;;
220204;0200;5;;;
220204;0300;4;;;
220204;0400;2;;;
220204;0500;3;;;
220204;0600;7;;;
220204;0700;10;;;
220204;0800;12;;;
220204;0900;8;;;
220204;1000;11;;;
220204;1100;8;;;
220204;1200;12;;;
220204;1300;12;;;
220204;1400;10;;;
220204;1500;10;;;
220204;1600;9;;;
220204;1700;7;;;
220204;1800;9;;;
220204;1900;11;;;
220204;2000;14;;;
220204;2100;10;;;
220204;2200;9;;;
220204;2300;12;;;
220205;0000;9;;;
220205;0100;12;;;
220205;0200;11;;;
220205;0300;11;;;
220205;0400;12;;;
220205;0500;11;;;
220205;0600;15;;;
220205;0700;14;;;
220205;0800;17;;;
220205;0900;16;;;
220205;1000;15;;;
220205;1100;12;;;
220205;1200;12;;;
220205;1300;9;;;
220205;1400;8;;;
220205;1500;7;;;
220205;1600;8;;;
220205;1700;6;;;
220205;1800;10;;;
220205;1900;9;;;
220205;2000;11;;;
220205;2100;12;;;
220205;2200;10;;;
220205;2300;15;;;
220206;0000;19;;;
220206;0100;17;;;
220206;0200;12;;;
220206;0300;16;;;
220206;0400;16;;;
220206;0500;16;;;
220206;0600;18;;;
220206;0700;18;;;
220206;0800;16;;;
220206;0900;18;;;
220206;1000;13;;;
220206;1100;10;;;
220206;1200;9;;;
220206;1300;11;;;
220206;1400;12;;;
220206;1500;10;;;
220206;1600;10;;;
220206;1700;12;;;
220206;1800;12;;;
220206;1900;9;;;
220206;2000;14;;;
220206;2100;10;;;
220206;2200;10;;;
220206;2300;12;;;
220207;0000;12;;;
220207;0100;12;;;
220207;0200;13;;;
220207;0300;10;;;
220207;0400;9;;;
220207;0500;13;;;
220207;0600;13;;;
220207;0700;18;;;
220207;0800;16;;;
220207;0900;18;;;
220207;1000;11;;;
220207;1100;12;;;
220207;1200;12;;;
220207;1300;11;;;
220207;1400;14;;;
220207;1500;10;;;
220207;1600;12;;;
220207;1700;9;;;
220207;1800;11;;;
220207;1900;9;;;
220207;2000;8;;;
220207;2100;9;;;
220207;2200;10;;;
220207;2300;10;;;
220208;0000;19;;;
220208;0100;22;;;
220208;0200;10;;;
220208;0300;9;;;
220208;0400;13;;;
220208;0500;15;;;
220208;0600;12;;;
220208;0700;19;;;
220208;0800;18;;;
220208;0900;14;;;
220208;1000;18;;;
220208;1100;18;;;
220208;1200;20;;;
220208;1300;11;;;
220208;1400;10;;;
220208;1500;9;;;
220208;1600;12;;;
220208;1700;8;;;
220208;1800;15;;;
220208;1900;14;;;
220208;2000;16;;;
220208;2100;14;;;
220208;2200;16;;;
220208;2300;16;;;
220209;0000;13;;;
220209;0100;9;;;
220209;0200;12;;;
220209;0300;9;;;
220209;0400;12;;;
220209;0500;15;;;
220209;0600;18;;;
220209;0700;19;;;
220209;0800;19;;;
220209;0900;33;;;
220209;1000;17;;;
220209;1100;19;;;
220209;1200;14;;;
220209;1300;10;;;
220209;1400;17;;;
220209;1500;10;;;
220209;1600;17;;;
220209;1700;15;;;
220209;1800;19;;;
220209;1900;22;;;
220209;2000;18;;;
220209;2100;21;;;
220209;2200;14;;;
220209;2300;16;;;
220210;0000;15;;;
220210;0100;14;;;
220210;0200;11;;;
220210;0300;11;;;
220210;0400;17;;;
220210;0500;11;;;
220210;0600;15;;;
220210;0700;16;;;
220210;0800;18;;;
220210;0900;19;;;
220210;1000;23;;;
220210;1100;15;;;
220210;1200;18;;;
220210;1300;16;;;
220210;1400;17;;;
220210;1500;19;;;
220210;1600;13;;;
220210;1700;15;;;
220210;1800;10;;;
220210;1900;8;;;
220210;2000;9;;;
220210;2100;9;;;
220210;2200;16;;;
220210;2300;13;;;
220211;0000;10;;;
220211;0100;8;;;
220211;0200;7;;;
220211;0300;10;;;
220211;0400;7;;;
220211;0500;6;;;
220211;0600;17;;;
220211;0700;8;;;
220211;0800;16;;;
220211;0900;11;;;
220211;1000;18;;;
220211;1100;21;;;
220211;1200;20;;;
220211;1300;21;;;
220211;1400;20;;;
220211;1500;20;;;
220211;1600;16;;;
220211;1700;17;;;
220211;1800;18;;;
220211;1900;22;;;
220211;2000;31;;;
220211;2100;28;;;
220211;2200;33;;;
220211;2300;32;;;
220212;0000;29;;;
220212;0100;34;;;
220212;0200;29;;;
220212;0300;30;;;
220212;0400;32;;;
220212;0500;35;;;
220212;0600;47;;;
220212;0700;62;;;
220212;0800;47;;;
220212;0900;30;;;
220212;1000;23;;;
220212;1100;18;;;
220212;1200;21;;;
220212;1300;13;;;
220212;1400;16;;;
220212;1500;32;;;
220212;1600;21;;;
220212;1700;23;;;
220212;1800;22;;;
220212;1900;25;;;
220212;2000;37;;;
220212;2100;26;;;
220212;2200;;;;
220212;2300;;;;
220213;0000;;;;
220213;0100;;;;
220213;0200;16;;;
220213;0300;10;;;
220213;0400;22;;;
220213;0500;18;;;
220213;0600;25;;;
220213;0700;20;;;
220213;0800;17;;;
220213;0900;15;;;
220213;1000;16;;;
220213;1100;23;;;
220213;1200;18;;;
220213;1300;20;;;
220213;1400;22;;;
220213;1500;16;;;
220213;1600;19;;;
220213;1700;12;;;
220213;1800;14;;;
220213;1900;14;;;
220213;2000;17;;;
220213;2100;12;;;
220213;2200;12;;;
220213;2300;13;;;
220214;0000;13;;;
220214;0100;10;;;
220214;0200;10;;;
220214;0300;13;;;
220214;0400;13;;;
220214;0500;18;;;
220214;0600;17;;;
220214;0700;18;;;
220214;0800;17;;;
220214;0900;15;;;
220214;1000;21;;;
220214;1100;22;;;
220214;1200;16;;;
220214;1300;18;;;
220214;1400;14;;;
220214;1500;20;;;
220214;1600;19;;;
220214;1700;14;;;
220214;1800;21;;;
220214;1900;18;;;
220214;2000;18;;;
220214;2100;14;;;
220214;2200;17;;;
220214;2300;12;;;
220215;0000;14;;;
220215;0100;12;;;
220215;0200;18;;;
220215;0300;13;;;
220215;0400;12;;;
220215;0500;17;;;
220215;0600;16;;;
220215;0700;21;;;
220215;0800;20;;;
220215;0900;26;;;
220215;1000;25;;;
220215;1100;25;;;
220215;1200;22;;;
220215;1300;17;;;
220215;1400;16;;;
220215;1500;15;;;
220215;1600;14;;;
220215;1700;12;;;
220215;1800;16;;;
220215;1900;11;;;
220215;2000;11;;;
220215;2100;10;;;
220215;2200;9;;;
220215;2300;12;;;
220216;0000;11;;;
220216;0100;10;;;
220216;0200;8;;;
220216;0300;15;;;
220216;0400;16;;;
220216;0500;8;;;
220216;0600;14;;;
220216;0700;19;;;
220216;0800;24;;;
220216;0900;24;;;
220216;1000;21;;;
220216;1100;24;;;
220216;1200;23;;;
220216;1300;14;;;
220216;1400;13;;;
220216;1500;15;;;
220216;1600;11;;;
220216;1700;7;;;
220216;1800;10;;;
220216;1900;10;;;
220216;2000;16;;;
220216;2100;16;;;
220216;2200;11;;;
220216;2300;18;;;
220217;0000;12;;;
220217;0100;11;;;
220217;0200;13;;;
220217;0300;12;;;
220217;0400;17;;;
220217;0500;14;;;
220217;0600;20;;;
220217;0700;30;;;
220217;0800;23;;;
220217;0900;23;;;
220217;1000;18;;;
220217;1100;16;;;
220217;1200;9;;;
220217;1300;14;;;
220217;1400;12;;;
220217;1500;12;;;
220217;1600;8;;;
220217;1700;10;;;
220217;1800;14;;;
220217;1900;16;;;
220217;2000;15;;;
220217;2100;17;;;
220217;2200;1;;;
220217;2300;25;;;
220218;0000;25;;;
220218;0100;22;;;
220218;0200;27;;;
220218;0300;25;;;
220218;0400;19;;;
220218;0500;29;;;
220218;0600;30;;;
220218;0700;56;;;
220218;0800;31;;;
220218;0900;31;;;
220218;1000;24;;;
220218;1100;23;;;
220218;1200;14;;;
220218;1300;11;;;
220218;1400;14;;;
220218;1500;16;;;
220218;1600;14;;;
220218;1700;16;;;
220218;1800;23;;;
220218;1900;29;;;
220218;2000;23;;;
220218;2100;19;;;
220218;2200;14;;;
220218;2300;11;;;
220219;0000;14;;;
220219;0100;12;;;
220219;0200;14;;;
220219;0300;12;;;
220219;0400;15;;;
220219;0500;14;;;
220219;0600;16;;;
220219;0700;19;;;
220219;0800;19;;;
220219;0900;23;;;
220219;1000;22;;;
220219;1100;19;;;
220219;1200;16;;;
220219;1300;9;;;
220219;1400;8;;;
220219;1500;7;;;
220219;1600;7;;;
220219;1700;8;;;
220219;1800;16;;;
220219;1900;14;;;
220219;2000;20;;;
220219;2100;16;;;
220219;2200;13;;;
220219;2300;12;;;
220220;0000;13;;;
220220;0100;13;;;
220220;0200;9;;;
220220;0300;5;;;
220220;0400;4;;;
220220;0500;4;;;
220220;0600;6;;;
220220;0700;8;;;
220220;0800;8;;;
220220;0900;14;;;
220220;1000;9;;;
220220;1100;11;;;
220220;1200;8;;;
220220;1300;10;;;
220220;1400;8;;;
220220;1500;10;;;
220220;1600;7;;;
220220;1700;6;;;
220220;1800;5;;;
220220;1900;6;;;
220220;2000;7;;;
220220;2100;12;;;
220220;2200;9;;;
220220;2300;4;;;
220221;0000;6;;;
220221;0100;6;;;
220221;0200;5;;;
220221;0300;5;;;
220221;0400;10;;;
220221;0500;9;;;
220221;0600;9;;;
220221;0700;8;;;
220221;0800;7;;;
220221;0900;8;;;
220221;1000;9;;;
220221;1100;10;;;
220221;1200;11;;;
220221;1300;9;;;
220221;1400;10;;;
220221;1500;7;;;
220221;1600;6;;;
220221;1700;6;;;
220221;1800;6;;;
220221;1900;6;;;
220221;2000;6;;;
220221;2100;7;;;
220221;2200;6;;;
220221;2300;5;;;
220222;0000;4;;;
220222;0100;3;;;
220222;0200;4;;;
220222;0300;5;;;
220222;0400;6;;;
220222;0500;5;;;
220222;0600;5;;;
220222;0700;12;;;
220222;0800;7;;;
220222;0900;4;;;
220222;1000;6;;;
220222;1100;5;;;
220222;1200;12;;;
220222;1300;8;;;
220222;1400;5;;;
220222;1500;9;;;
220222;1600;7;;;
220222;1700;5;;;
